year,title_ab
2015,"Dynamics and Evaluation of Organizational Style: From Practice to Category The concept of style occupies a paradoxical position in management and strategy research. While it has been used fruitfully in exploring topics such as leadership or the impact of managers idiosyncrasies on organizations performance, it has neither been defined nor thoroughly operationalized. This paper examines the potential of the concept of style for the study of organizations and their strategies. Drawing insights from related disciplines, and relying on a comparison with cognate concepts, it defines style as non-exclusive identifiable and durable pattern of action and choice that is open to stochastic change and hybridization. Style can be seen as an enactment of categories that enables the interpretation of practices. The evaluation of organizational stylistic affiliations by market insiders and outsiders is then explored."
2015,"Reputation for Quality or Prominence: What Matters More  and Why? There is broad consensus in the strategic management and organization studies literature that reputation has a positive effect on performance. An unsettled question is how reputation exerts its influence. The literature suggests two different primary pathways. The first is based on mechanisms of economic organization, including transaction costs economics and the resource-based view of the firm, while the second is based on social construction processes. We use meta-analysis to integrate the accumulated evidence and also structural equation modeling to compare the theorized pathways for reputation effects. Our results indicate that reputation effects are stronger via the pathway suggested by social construction theory (i.e., prominence) rather than the economic organization route (i.e., quality), although both mechanisms are significant determinants of subsequent accounting performance. Surprisingly the effects of social construction mechanisms on stock market performance are not significant."
2015,"Examining How a Firm's Multiple Reputations Influence Reactions to a Negative Violation We examine how a firms multiple reputations influence managers and stakeholders reactions to a negative violation. Specifically, we investigate how a firms financial and social reputations, as well as its overall general reputation, serve potentially conflicting roles for two types of organizational violations: financial restatements and environmental malfeasance. In the context of financial restatements, we find that a firms social reputation encourages managers to provide a more accommodative response to the violation, while its general reputation discourages managers from being accommodative. We also find that being accommodative positively influences each of a firms three reputations as outcomes in a financial violation context. In the context of environmental malfeasance, we find that a firms social and financial reputations encourage managers to provide an accommodative response, while its general reputation discourages managers from being accommodative. We also find that being accommodative negatively influences a firms social and general reputations as outcomes in the social violation context. Ultimately, we show that reputation repair is a complex and dynamic process and that a firms multiple reputations often act in conflicting rather than complementary ways. In doing so, we advance organizational research in several related areas, including reputation management, stakeholder management, and social evaluations."
2015,"Examining How Product and Corporate Reputation Impacts Political Responses to Product Ratings This study examines how reputation predicts firm responses to product ratings. Longitudinal examination of nine automobile manufacturers during National Highway Traffic and Safety Administration (NHTSA) crash tests reveals several important findings regarding how reputation is associated with firm responses to product ratings. In particular, high reputation firms implement fewer political responses to ratings declines of high- reputation products while implementing more political responses to ratings declines of low-reputation products. Results suggest that reputation at both the product and firm-levels interact to predict how firms respond to reputation-damaging events such as declining product-safety ratings."
2015,"The Weakness of Sanctioning in Norms-Based Property Systems: An Investigation of Joke Theft This paper investigates practices and patterns of sanctioning violations of exclusivity in norms-based intellectual property systems through a study of joke theft allegations in stand-up comedy. These informal, network-based institutions emerge to define and police property rights in domains where formal legal interventions are absent and, in their place, social norms define exclusivity and guide the adjudication of rights violations. This study finds that, while these regimes are effective in discouraging free-riding, they tend to be ineffective regarding the sanctioning of those that transgress property rights norms for three main reasons. First, making allegations of malfeasance can be costly because of risks of reputational damage and retribution from accused parties, especially if they are socially central, that may lead to penalties regarding career advancement. This discourages policing even in cases where a transgressors actions are shared knowledge within the community. Second, it requires accusers to undertake complex strategies of moral entrepreneurship and to possess higher peer esteem and enhanced reputations for norm conformity vis--vis their targets. Lastly, opportunities emerge where accusations of plagiarism are decoupled from an act, because allegations can allow for opportunism and can present means of rationalizing discontinuities between status orders, particularly commercial success and peer esteem. These findings emerge from a qualitative study of the stand-up comedy in Los Angeles, which involves data from five years participant observation research of the industry, semi-structured interviews, and archival research of stand-up comedy podcasts."
2015,"Variations and Antecedents of Ceremonial Conformity as a Response to Institutional Pressure The current paper focuses on ceremonial conformity, the inconsistency between what is done and what is claimed by organizations, as a form of organizational agency toward unwelcome institutional pressure. By extending the dichotomous and unidimensional conceptualization of decoupling, the current paper aims to identify and consider numerous ways of separating institutionally required organizational actions from the actual operations. As the ways that organizations adjust the degree of conformity to institutional pressures, the current paper uses two practice variation dimensions suggested by Ansari, Fiss, and Zajac (2010), namely fidelity and extensiveness. This paper argues that these two dimensions are predicted by a motivational factor (compliance cost) and constraints (ambiguity and murkiness), which are inherent in the practice characteristics. Furthermore, the asymmetric effects of ambiguity and murkiness on the adjustment of fidelity and extensiveness are theorized. This paper can contribute to institutional theory by illuminating the qualitative differences and variations of decoupling, thereby contributing to an enhanced and nuanced understanding of strategic responses of organizations facing unwelcome institutional pressures."
2015,"Compliance or Defiance: Firm Responses to Regulation Related to Performance We aim to contribute to the institutional fit literature by investigating the relationship between regulatory institutional fit and firm performance. We offer a framework that allows for further analysis of what constitutes lack of (institutional) fit. We distinguish two categories of lack of fit and explain the difference between their occurrences. Firms can either deviate by keeping lower internal regulatory standards compared to what is externally enforced (underregulation) or conversely by enforcing more stringent regulations than their industry prescribes (overregulation). In order to create a continuous scale of regulatory fit, the latter is termed negative underregulation. We hypothesize that there is a U-shaped relationship between the level of underregulation and substantive performance such that firms that either overregulate or underregulate perform better than firms that operate at regulatory fit. Using survey data from 550 Dutch companies we indeed find that the two types of lack of regulatory fit are related to higher relative substantive performance than regulatory fit. Our results suggest that succumbing to regulatory institutional pressures may not be the best strategy to attain maximum performance. Firm regulatory structures may be most beneficial to a company when based on firm- specific requirements rather than on the industry standard."
2015,"Decoupling Corporate Governance Adoption From Implementation: The Effect of Managerial Attitudes In this paper, we explore the decoupling of corporate governance formal policies adoption from actual implementation by investigating the relationship between corporate governance de-jure and corporate governance de-facto. We deem this distinction necessary because not all firms implement in practice the corporate governance policies they claim they adopt. Our findings indicate that the degree of compliance with corporate governance prescriptions, i.e., corporate governance de-jure, claimed in the corporate governance annual statements, is not a sine qua non condition for effective corporate governance, which we refer to as corporate governance de-facto. Moreover, we show that positive managerial attitudes to corporate governance, i.e., when executives are positively predisposed towards corporate governance, mean firms are more likely to apply the spirit, not only the letter, of their corporate governance policies. The results have important theoretical implications as they demonstrate the usefulness of institutional theory for the study of the variation in corporate governance practices."
2015,"Decoupling Under Pressure Changes in organizations' performance evaluations place greater pressure on decoupled organizations to sustain myths of improvement based on ceremonial criteria of worth. I develop hierarchical and relational models to explain the variability in reported performance metrics among schools in California's public school system over the period 1999-2012, during which the state facilitated the entry of charter schools as an alternative organizational form and introduced standardized test metrics to evaluate schools' technical performance. My findings suggest that organizations maintain legitimacy under increased performance pressure by decoupling to demonstrate technical competence at higher levels of the organization while exposing lower levels to increased risk of failure. While the entry of charter schools in some districts contributed to increases in districts' reported effectiveness and efficiency in terms of the new performance criteria, it also contributed to decreases in the enrollment and performance of district public schools proximate to charter schools."
2015,"Individual Implications of Institutional Pluralism: Actors Shifting Between Institutional Logics Institutional pluralism describes situations, where multiple institutional spheres confront legitimacy-seeking (organizational and individual) actors with competing demands. However, the emerging field of research on individual responses to institutional pluralism lacks the differentiated discussion of legitimacy considerations that has been at the heart of earlier institutional research. In this paper we argue that a systematic account of individual responses requires a better understanding of how institutional pluralism is linked to individuals agency and legitimacy in organizational settings. We develop a framework that explores these linkages. Following this framework, we suggest that shifting between institutional logics is a crucial response in modern pluralist settings, where various logics are equally available to individuals. We differentiate between three different types of shifts and discuss their implications on individuals legitimacy. Drawing on our framework, we review recent empirical studies on individuals logic shifts in order to identify neglected areas in the field and to outline areas where we see potential for further research on individual responses to institutional pluralism."
2015,"Individual Responses to Competing Institutional Logics In this paper we study individual responses to competing institutional logics of market and community. We argue that when individuals experience strong pressures both from market and community logics, in their responses they are likely to combine both logics rather than comply with one of the two."
2015,"'Keeping it Weird: How Anchoring Sustains Hybrid Organizing from the Ground While much research has focused on how institutional complexity can be managed at the organizational level, we know less about how individuals experience and cope with conflicting institutional prescriptions. To examine how individuals balance multiple logics as an ongoing accomplishment, we conducted an in-depth case study at a leading Benefit Corporation in the U.S.  a newly emerging hybrid form that incorporates a social welfare and commercial logic at its core. We find that not every organizational member experienced complexity to the same degree, and that individuals caught between conflicting institutional prescriptions coped by means of anchoring. Anchoring served to mitigate the discomfort experienced from having to satisfy competing demands, safeguard against drift toward either alternative and sustain bottom-up hybrid organizing. We contribute by shifting conversations from how hybridity and conflicting pressures need to be managed or overcome towards hybridity as an ongoing juggling act over time."
2015,"Florence Nightingales and Assembly Lines: Understanding Responses to Institutional Complexity Despite an increasing focus on micro-level responses to institutional complexity, knowledge about how different institutional logics are enacted in day-to-day practices is limited, as is our understanding of how differences between responses are resolved. We aim to advance our understanding by studying how members of hierarchically related occupational groups within organizations articulate and enact different institutional logics in their day-to-day practices, and how we can understand the association of their respective responses. We draw on in-depth interviews with 10 executive managers, 11 middle managers and 28 nurses from six home-care organizations that are embedded in a setting with a managerial logic, a professional care logic, and a relatively new community logic. We contribute to research on institutional logics by making explicit how occupational groups manage to circumvent conflict, despite enacting different responses. The reflexive skills of executive and middle managers, who primarily articulate to the managerial logic, enables them to anticipate nurses response and provide some leverage. Nurses were knowledgeable of the practical translation of multiple logics, and were rather skillful in manipulatively keeping up administrative consistency, suggesting that their practices took place within the purview of the managerial logic, and within the boundaries set by superiors."
2015,"Rituals of Control: Creating and Living under a Budget Number In this paper we explore budgeting as a process through which people annually create and defend their own instrument of control -- the budget number. In so doing, we articulate the role of ritual in shaping the relationship between the individuals creating the number and the evolution of the number itself. Using qualitative data from a hotel management firm, we trace how engaging in the budgeting process affects how people orient to numbers first as subjective assessments, then to entities with objective, reified, and eventually governing status. Further, we argue that the ritualistic process of budgeting enlists individuals in creating their own instrument of control and creates organizational stability. As such, it serves to align individual efforts in service of the organization while maintaining faith in the system. This work has implications for our understanding of rituals of control whereby control is maintained and even re-affirmed even as the numbers themselves change annually."
2015,"Calculative Devices as Boundary Objects in an Acquisition Discourse This paper explores the role of calculative devices as boundary objects. Boundary objects facilitate the flow of information, communication and negotiation between different groups of actors. Previous research has identified commonality and plasticity as two requirements for boundary objects. This paper identifies a third criterion for boundary objects  legitimacy. Our analysis of calculative devices shows that objects will only be able to function as boundary objects if they have legitimacy in the interwoven network of practices and discourses that encompasses the relevant groups of actors. This study further shows that calculative devices enact their role as boundary objects in three stages : identification, calculation, and objectification. Progression through these stages provides calculative devices a taken-for-grantedness that makes it increasingly difficult to question the calculative logic embedded in the device."
2015,"Markers, Maps and Metrics: Moving Beyond the Numbers and Aligning Activities through Budgets Recent contributions to coordinating theory emphasize the emergent nature of coordinating mechanisms in practice. While scholars have highlighted the dynamic and social nature of coordinating mechanisms, the focus on human agency overlooks the complex calculative infrastructure that permeates organizational life and is closely connected to conceptions of accountability. This paper argues that day-to-day activities are shaped by resource allocations and performance targets that are conveyed through budgets. Drawing on the insights from an 82-day ethnography study of a dramatic television series production as it unfolded in real-time, we show how the budget is an important coordinating mechanism in practice. The main contribution is a two-stage model that pulls the budget out from the shadows of other organizational processes to reveal the multifaceted ways in which actors use the budget to identify and aligned their interdependent activities."
2015,"Playing the Game at Multiple Levels A key insight in the institutional logics approach is that social systems operate at multiple and nested levels coupled by mutual processes of framing and innovation. In our paper we propose an integrated analysis of the cross-level interactions that occur in the organizational responses to pluralism. Specifically, we focus on the coupling between three interdependent processes, which extant literature in institutional theory mostly treated as separated. First, we refer to the rhetorical strategies whereby an organization reinterprets prescriptions from multiple logics to achieve external legitimacy while smoothing internal tensions. Second, we deal with the framing of individual actors responses by organizational-level structures. Third, we discuss the negotiation of local solutions at the level of individual practices. We address this theoretical issue through an in-depth case study about the allocation of financial resources (budgeting) in a large European public university."
2015,"The Impact of Environmental Change on Failure Rates of California Early Child Care Centers There is broad concern across multiple literatures, including organizational theory, economic sociology, and strategy, in how changing environmental conditions impact organizations. Typically, environmental change is modeled in a broad fashion, as researchers focus on periods of sweeping change in the political, regulatory, technological, or normative structure undergirding a market. In contrast, little focus has been devoted to the impact of incremental or continuous environmental change on organizational failure rates. In this study, I examine whether failure rates systematically increase as the rate of incremental change increases, and whether organizations with different niche strategies are differentially impacted by incremental change. I test my hypotheses using data on licensed early child care centers in California, 1996-2012."
2015,"The Price of Legitimacy: Regulation, Risk and Uncertainty in Legal Marijuana Markets Sociologists have challenged economic approaches to price on macro and micro-levels, taking issue with economists focus on the invisible hand that brings supply and demand together and the probabilistic rationality that allows actors to weigh risk and reward. Yet few sociologists have offered an alternative, sociological explanation of price and price dispersion. In this paper, we adjudicate between economic and sociological approaches to risk, uncertainty, and price and put forward a novel explanation for price dispersion by examining the nascent state-legal marijuana markets in the United States. We find that supply and demand matter, as more competitive markets have lower prices and less price dispersion than less competitive markets. But we also find that legitimacy matters more than risk, as more legitimate markets have higher prices and more price dispersion than less legitimate markets."
2015,"Little Fish in a Big Pond: Resource Partitioning, Secondary Identities, and Specialist Competition How do specialist organizations compete and secure future growth? Resource partitioning theory suggests specialist organizations occupy a unique niche or resource space established through the development of a shared organizational identity. While extant literature highlights the process underlying the partitioning of the resource space, less is known about how specialist organizations compete moving forward. Building on recent work within organization theory we propose and test a model of specialist growth. Utilizing data from 50 distinct U.S. regional markets, and 315 firms over 11 years within the micro- brew industry, we find evidence that specialist organizations are increasingly re-entering the generalist space, suggesting a de- partitioning or blurring of traditional resource spaces. As predicted, the density of specialist firms within a given market predicts patterns of growth as specialists enter and compete in the generalist market. Moreover, two secondary identities are found to reliably impact firm growth  a local identity (i.e., specialists operating in their home market), and a product proliferation identity (i.e., specialists offering an increased diversity of products). The identification of how specialist organizations compete within the generalist space provides additional insights into the evolution of specialists industries and extends current understanding of resource partitioning theory."
2015,Evolution of Vertically Related Industry Populations: The Case of the German Piano Industry Research on the evolution of industries so far had devoted little attention to the vertical structure of companies along an industrys value chain and the change of this structure over time. This study builds on previous research about industrial life cycles and theoretical concepts dealing with the vertical boundaries of firms and develops a model of the evolution of vertically related populations in an industry. It is argued that disintegration incentives within an industry increase over time basically due to a reduction of uncertainty but that the necessary conditions for vertical disintegration to take place will only be met around the emergence of a dominant design. A case study of the evolution of the German piano industry including detailed quantitative demographic data on all known firms is in line with the models predictions. Piano manufacturers were integrated firms in early phases of the industry and a considerable emergence of suppliers only set in with the occurrence of the dominant design. The study contributes to the existing literature by developing a holistic theoretical model of the evolution of industries allowing for important conclusions on the relation between technological development and vertical differentiation with profound strategic implications.
2015,"Resourcing Routine Change: How Resources Contribute to the Evolution of Routines So far, researchers studying the internal dynamics of organizational routines have paid little attention to resources, despite their central role in organization theory. Drawing on resourcing theory, this paper argues that resources are an essential part both of the ostensive and the performative aspect of routines. Analyzing data on two routines from an ethnographic study at a start-up company, we investigate how resources, and the way they interact with schemas and actions, influence routine dynamics. Our analysis shows that changes in resources trigger variations in routine performances (i.e., in the performative aspect of routines) and resourcing, i.e., creating new or drawing on existing resources to enact schemas, allows actors to accomplish these variations and to enact some of them repetitively, until they eventually become part of the ostensive aspect. We identify different patterns of resourcing within and across routines that we theorize as evolutionary processes of variation and selective retention. Thus, our study extends the existing evolutionary model of routine change by illuminating why and how actors generate variations and how they selectively retain some variations in the ostensive aspect of routines. Furthermore, these findings shed light on how artifacts and the embeddedness of routines contribute to routine change."
2015,"Resist or Comply: The Power Dynamics of Organisational Routines During Merger Extant routine literature mainly examines the endogenous change and stabilisation of routines and the responses of organisational routines to organisational change and the power dynamic behind those changes are less explored. Employing Bourdieus theory of practice, we analyse how power dynamics affect the development of organisational routines, once external change is introduced. Drawing on an in-depth qualitative case study of a merger between two academic institutions (Edinburgh College of Art and the University of Edinburgh), we argue that routines responses to organisational change depend on (a) the field within which the routine operates and (b) the actors symbolic capital and position taking during change implementation. Our findings contribute to both scholarly work in routine research and change management."
2015,"Might it be Good to Feel Bad? A Study on the Influence of Negative Emotions on Routine Development This study explores the role of emotions in routine development. We use the Cohen and Bacdayan (1994) card game to investigate the effect of discrete negative emotions (fear and sadness) on routine development in a laboratory experiment. Our findings shed light on the causal influence of fear and sadness on routine development and allow for more fine- grained conclusions regarding the role of negative emotions in routine development and thus in organizational change. Specifically, we find that both sadness and fear go in line with higher degrees of routinization when compared to a control condition. We observe that both kinds of negative emotions result in a higher reliance on specific repeated action sequences. At the same time, we find differences between the effects of sadness and fear on organizational behavior. Whereas sadness relates to quicker moves and higher performance, fear relates to a higher degree of reliability. Our findings thus not only reveal that fear and sadness differ in their impact on routine development but also that these discrete negative emotions may at least partly be beneficial rather than harmful for the routine-development process."
2015,"Anti-Routines: The Paradoxical Symbiosis of Routines and Play Behavior Routines entail trade-offs which produce both beneficial outcomes and negative byproducts in terms of actions, psychological resources, social roles, and power relations. Negative byproducts are usually perceived as the necessary evils of an otherwise reasonable and functional routine. Although they may be ameliorated to some extent by endogenous or exogenous processes, these negative aspects of routines can never be completely eliminated. We argue that organizations and their members may tackle the remaining negative aspects of routines by crafting anti-routines: playful patterns of interdependent actions that function as inverted or otherwise distorted morphological analogues of routines. We suggest that the deep motive behind the enactment of any anti-routine is to experience, express, or/and explore the behavioral elements that the focal routine constraints, suppresses, or ignores. Building upon anthropological perspectives on the co-existence of normative structures and anti-structures, we propose a dual-structure model of the creation, enactment, and functions of anti-routines. Our process theory of anti-routines connects the organizational routines and organizational play literatures, and opens new ways for examining the paradoxical symbiosis of routines and play behavior in organizational settings."
2015,"Clashing Fashions and Institutions: Mid-Life Uncertainty in Diffusing Organizational Techniques Organizational techniques are labels, such as Reengineering, denoting linguistic prescriptions, which organizations can implement to transform organizational inputs into organizational outputs. The theory of fashions in organizational techniques tends to explain the causes of the relative transience of certain organization techniques, whereas the theory of institutions in these techniques tends to explain the causes of other techniques relative persistence. We use both the theories of fashions and institutions together to examine whether, why, and when over five- hundred organizational techniques persisted relatively permanently or disappeared relatively transiently. We do so by examining how the forces causing fashion transience, institutional persistence, or a combination of both, would affect these techniques hazard rates of disappearance; that is, the risk that organizational techniques disappear, depending on how long they had endured. The paper concludes with a tripartite theoretical, methodological, and practical conclusion. It first points to the benefits of using theories of fashions and institutions together. Second, it highlights the advantages of a multi-innovation strategy involving the study of hundreds of diffusing innovations and their hazard rate. Third, it presents practical managerial implications of being capable of estimating the likelihood that a new organizational technique will become a short-lived fashion or will persist."
2015,"Adoption of LGBT-Friendly Policies: Social Construction, Coercion, Competition, or Learning? Herein, we develop and test a model of policy adoption that examines both competing and reinforcing forces. Succinctly written, do firms adopt LGBT-friendly policies due to social construction, coercion, competition, or learning? We find that firms respond to social constructivist, coercive, competitive and learning forces for and against adoption of LGBT-friendly work policies. In particular, we find that social construction processes within HR specialist publications, coercive forces exercised by state non-discrimination laws, and competitive forces through mimesis of industry leaders lead to adoption of LGBT-friendly policies. However, other coercive forces such as state-level anti-marriage equality constitutional amendments are associated with less friendly policies. Coercive, firm-specific shareholder resolutions and learning via exemplar firms are positively associated with change in LGBT-friendly policies."
2015,"The Consequence of Differences: How Heterogeneity in Practice Affects Diffusion process This article extends diffusion studies by introducing the concept of heterogeneity in organizational practicedefined as the differences among adopters in a group with respect to how they adapt a new practice after its adoption. Drawing upon theory on organizational learning and legitimacy, I propose, first, that heterogeneity in organizational practice increases subsequent adoption up to certain point, but its effect tapers off after that point; second, that its effect varies depending on the stage of diffusion process. In a longitudinal study of the diffusion of the executive officer system an Anglo-Saxon corporate governance practiceamong large Japanese firms from 1997 to 2013, I find that the effect of heterogeneity in organizational practice on subsequent adoption is curvilinear and inverted U-shaped, and that its effect in the early stage differs from in the late stage."
2015,"Creating the British Academic Health Science Centres: The Case of Translating Organizational Forms I drew on an in-depth longitudinal analysis of the adoption of an American organizational form, namely Academic Health Science Centre (or AHSC), in the field of the British health care from 1997 to 2009 to examine the translation process of organizational forms across institutional contexts. My finding reveals a step-wise process of translation that unfolds over three phases (activation, dormancy, and reactivation), and actions required for successful translation that occurred in each phase (contextual design of a solution, strategies for gaining support and mobilizing forces, and legitimation). The three overarching categories played out in different phases, whereby the first category was the key activities in the activation phase, the second and the third in the reactivation phase. I also found that the step-wise, dynamic process of translation operated according to the principles inherent to the garbage can model. I found that the transitions between phases were triggered by combinations of three conditions: (1) energy of dominant actors that influence attention of field audience, (2) existence of actors with motivation and capacity to translate and promote the organizational form, and (3) existence of powerful problems in the field. Based on my case study, I suggest that the translation is not a planned process as existing studies imply, but a non-linear and coincidental process, in which the temporal dimension plays a significant role. The study contributes to the literatures of the translation of organizational forms."
2015,"MNCs and Their External Constituents behind Uniform Patterns of Internationalization Previous research has been relatively insensitive to the role the shared industries might play in the materialization of country-of-origin effects in the development of MNCs. This is although groups of MNCs positioned under similar industry categories have various external constituents that pose distinctive expectations and demands. The fifteen-year period of internationalization of three major Finnish paper industry companies examined in this study enables underlines the nature of these processes as collective endeavors in which, in addition to the MNCs themselves, their external constituents play an important role. In its entirety, the present study extends the extant literature on MNCs in two senses. First, it suggests that the influence of the shared industry not only applies to timing but also to the forms and meaning given to individual foreign actions and the value of further internationalization in the first place. Second, the present study indicates that the idea of being and becoming an MNC is susceptible to continuous re-definitions brought about by the interaction between the management of the MNCs and their external constituents that unfolds as the internationalization process proceeds."
2015,"Multinational Behavior in Host Countries: The Role of Countervailing Power We examine MNC behavior in a host country using theoretical perspectives derived from both new institutional organization theory and comparative political economy. We demonstrate that these two fields generate largely contradictory predictions about the effect of country-of-origin on foreign MNC employment practices in a stable host institutional environment. We develop a theory of countervailing power that reconciles these two schools of thought: new institutional theory predicts MNC behavior when a countervailing power exists, and comparative political economy predicts MNC behavior when no countervailing power exists. We test our theory using unique firm-level administrative data on MNC downsizing practices during mass layoffs in Canada from 2004-2013, and a natural experiment inspired research design where we compare the behavior of foreign MNCs to Canadian MNCs. The results strongly support our theory as within unionized workplaces there is no country-of-origin effect, as predicted by new institutional theory, but within non-unionized workplaces, there is a striking country-of-origin effect that matches the predictions of comparative political economy."
2015,"Organizational Practice Adoption in the MNC: The Role of Managers' Core Self-Evaluations Although the adoption of organizational practices by subsidiaries is a key concern in multinational corporations (MNCs), research on the individuals involved in practice adoption is lacking. Despite calls in the MNC literature for investigations of the psychological foundations of managers behavior, such investigations are rare and have been complicated by difficulties in obtaining intimate assessments from managers. Building on personality research, we propose that subsidiary managers core self-evaluations (CSE) positively influence their practice-adoption behavior. Consistent with personality and organizational control research, we also posit that formal and informal controls play contingent roles. Our analysis of a unique dataset of individuals involved in 130 practice-adoption cases within one European MNC offers large support for our hypotheses."
2015,"Theory of Empathic Organizational Design Public sentiment for large multinational corporations (MNCs) is remarkably low. Charges have been levied that the MNC behaves like a psychopath that pursues its own self-interest with a profound lack of empathy. The prescription for pursuit of self-interest is a central tenet of the theory of the firm promoted by the neoclassical school of thinkers including Milton Friedman - a position justified with excerpts from Adam Smiths The Wealth of Nations (1776). In this article, we contend that in a modern context where large multinational corporations (MNCs) dominate the global business environment, crucial relational elements of Smiths thinking related to the role of empathy have been lost. More specifically, we argue that Smiths proverbial butcher, brewer, and baker knew their stakeholders faces, which aroused empathy that influenced the businesspersons considerations of self-interest and better aligned them with social welfare. However, employees of modern-day MNCs seldom directly interface with their many stakeholders, which diminishes the link between self-interest and social welfare. To illustrate this point, we compare an approximation of Smiths small baker, Bloedows Little Bake Shop, with a large MNC bakery, General Mills. Through this comparison, we propose that large MNCs would be well-served to design in organizational elements that enable the arousal of employee empathy. We propose that in doing so theories of management can be made more reasonable when they consider the role of empathy in conjunction with self-interest and would be more consistent with the teachings of Adam Smith."
2015,"The Paradox of Stakeholder Power in Leveraged Buyout Financing: A Multiple-Agency Perspective Previous studies have relied predominantly on agency theory to understand relationships among stakeholders (actors) involved in a leveraged buyout transaction and explain inherent characteristics of LBO debt financing. However, traditional agency theory overlooks structural characteristics like dependencies and power-differentials between principals and agents. Using a multiple-agency framework on a sample of 6,609 LBO loan tranches that were issued during the period 1986-2012, we examine how power dynamics impact contractual outcomes among LBO participants. Our analysis highlights the asymmetric nature of power among agency partners. Agency conflicts are lower when lenders (principals) have a dependence advantage over PE- sponsors (agents) and higher when the latter possess more power in the relationship."
2015,"A Structural Theory of Power, Strategy, and Performance We develop a structural theory of organization power to explain major organization decisions, strategies, and firm performance. We explain why the structural position of a firm in the resource exchange network can grant it structural power (dis)advantages over exchange partners, influencing the firms decisions to acquire, ally with, or coopt these exchange partners. In addition, we theorize that a firms structural power (dis)advantages can influence a wide range of other major decisions, including product diversification, international diversification, innovation, political activities, and executive succession. We propose that structural power advantage is a fundamental source of a firms superior performance and offer an analytical tool to empirically operationalize our key constructs and test our theoretical predictions. We discuss the contributions of our structural power theory to research on organization power and the implications of this theory for transaction cost economics, social networks, and industrial economics."
2015,"Fair and Balanced? How Resource Dependence Shapes Media Coverage In this paper, we examine how inter-organizational relationships may influence media coverage of firms. We describe the idea of media capture, in which resource dependencies between the media and corporations are associated with more positive media coverage of firms with such relationships. Drawing upon resource dependence theory, we develop a theoretical framework to explain why media coverage is affected by three resource dependenciesadvertisement expenditures, ownership, and board interlocks. We test our theory with a longitudinal analysis of 250 firms over a five-year period. We empirically find that advertisement and ownership significantly influence firm media coverage whereas board interlocks do not. This study suggests that the role of media as a social evaluator and governance mechanism may be affected somewhat by its inter- organizational resource dependency."
2015,"Stamps of Power and Conflict: Imprinting and Influence in the U.S. Senate, 1973-2009 Structural power is often assumed to lead to influence. Yet people vary in their ability to convert power into influence, and the experience of power can itself sow the seeds for the loss of influence. We bring a temporal, historical perspective to account for these disparities and apparent contradictions. We theorize that the gain or loss of power produces corresponding shifts in influence; however, these effects are contingent upon peoples experiences with power and conflict at the time of organizational entry. Individuals who enter an organization wielding considerable structural power can acquire enduring cognitive rigiditiesa stamp of powerthat subsequently make them less influential, while those who initially experience conflict can derive lasting learning benefitsa stamp of conflictthat later make them more influential. We evaluate and find support for these propositions in analyses of the U.S. Senate from 1973 to 2009: (1) senators became more influential when their party moved into the majority and when they became committee chairs; (2) entering the Senate as a member of the majority party dampened senators subsequent ability to exert influence; and (3) initial assignment to politically divided committees enhanced senators later influence. We discuss implications for research on power, conflict, and imprinting."
2015,"The Impact of Competitor Information on Search Behavior We used behavioral data to examine the impact of knowledge spillovers and competitor rankings on backward-looking search behavior. The stimuli were nested within a management simulation that included backward-looking search of an NK landscape. Participants were randomly assigned to one of four treatments. Information about competitors search progress was the only difference between the four treatments. We found that providing participants with information ranking their search progress against that of their competitors resulted in searches that were more intense, distant, and persistent. In contrast, data including only knowledge spillovers had a more limited impact on search behavior. Additionally, we observed an inverted-U shaped relationship between the likelihood with which performance decreasing changes were preserved and quality of the search's eventual outcome."
